Product Name,Category,Ingredients,Quantity Sold,Price,Cost per Unit,Total Revenue,Discount Applied,Customer Segment,Order Date,Expiration Date,Shelf Life (Days),Customer Age,Customer Gender,Payment Method,Order Type,Wastage Quantity,Review Rating,Packaging Type,When the Product Was Bought
Chocolate Cake,Baked Goods,"Baking Powder, Butter, Sugar",3,136,81.6,408,False,Family,2025-04-22,2025-04-26,4,60,Other,UPI,Bulk,1,3.8,Paper Box,2025-04-22
Brownie,Cupcakes,"Butter, Flour, Eggs",2,79,47.4,158,True,Family,2025-04-16,2025-04-19,3,19,Male,Debit Card,Bulk,2,2.6,Paper Box,2025-04-16
Fruit Tart,Cupcakes,"Baking Powder, Eggs, Milk",3,171,102.6,513,True,Family,2025-04-14,2025-04-20,6,58,Female,Credit Card,Bulk,1,2.3,Cloth Bag,2025-04-14
Fruit Tart,Baked Goods,"Flour, Milk, Cocoa",1,283,169.8,283,True,Business,2025-04-22,2025-04-27,5,39,Other,UPI,Single,2,4.8,Plastic Wrap,2025-04-22
Vanilla Cupcake,Baked Goods,"Milk, Eggs, Butter",3,54,32.4,162,False,Family,2025-04-17,2025-04-20,3,28,Female,Cash,Single,0,4.3,Paper Box,2025-04-17
Muffin,Baked Goods,"Eggs, Sugar, Cocoa",1,63,37.8,63,False,Business,2025-04-13,2025-04-16,3,31,Other,Credit Card,Bulk,0,1.9,Cloth Bag,2025-04-13
Croissant,Baked Goods,"Eggs, Sugar, Butter",3,170,102.0,510,False,Business,2025-04-11,2025-04-17,6,18,Female,Debit Card,Single,2,2.7,Plastic Wrap,2025-04-11
Sourdough,Cupcakes,"Baking Powder, Butter, Flour",2,175,105.0,350,False,Business,2025-04-15,2025-04-18,3,58,Other,Cash,Single,1,2.0,Plastic Wrap,2025-04-15
Brownie,Tarts,"Baking Powder, Sugar, Flour",1,299,179.4,299,False,Business,2025-04-15,2025-04-19,4,43,Other,Debit Card,Bulk,1,1.1,Cloth Bag,2025-04-15
Fruit Tart,Cupcakes,"Eggs, Cocoa, Sugar",2,236,141.6,472,False,Individual,2025-04-12,2025-04-15,3,36,Female,UPI,Bulk,1,1.7,Paper Box,2025-04-12
Chocolate Cake,Cakes,"Eggs, Baking Powder, Cocoa",3,89,53.4,267,False,Business,2025-04-20,2025-04-23,3,28,Male,Debit Card,Bulk,1,1.3,Paper Box,2025-04-20
Brownie,Cakes,"Baking Powder, Cocoa, Butter",3,292,175.2,876,False,Individual,2025-04-18,2025-04-22,4,55,Other,Credit Card,Bulk,0,2.0,Cloth Bag,2025-04-18
Cheese Pastry,Cupcakes,"Sugar, Flour, Butter",3,113,67.8,339,False,Family,2025-04-22,2025-04-25,3,34,Female,Cash,Bulk,0,1.5,Cloth Bag,2025-04-22
Vanilla Cupcake,Tarts,"Butter, Sugar, Flour",1,191,114.6,191,False,Family,2025-04-22,2025-04-26,4,27,Other,Credit Card,Single,2,2.5,Cloth Bag,2025-04-22
Sourdough,Baked Goods,"Butter, Sugar, Flour",3,152,91.2,456,False,Family,2025-04-24,2025-04-30,6,28,Male,UPI,Bulk,2,2.7,Plastic Wrap,2025-04-24
Chocolate Cake,Baked Goods,"Butter, Flour, Eggs",1,93,55.8,93,False,Family,2025-04-18,2025-04-22,4,41,Other,UPI,Bulk,2,1.4,Cloth Bag,2025-04-18
Cheese Pastry,Cakes,"Milk, Baking Powder, Eggs",3,121,72.6,363,False,Business,2025-04-15,2025-04-20,5,41,Female,Credit Card,Bulk,1,3.6,Cloth Bag,2025-04-15
Muffin,Baked Goods,"Butter, Eggs, Cocoa",2,165,99.0,330,True,Individual,2025-04-21,2025-04-24,3,55,Other,Credit Card,Single,1,2.9,Plastic Wrap,2025-04-21
Croissant,Cakes,"Baking Powder, Butter, Cocoa",2,169,101.4,338,False,Business,2025-04-16,2025-04-20,4,37,Male,Credit Card,Bulk,1,1.4,Plastic Wrap,2025-04-16
Cheese Pastry,Baked Goods,"Sugar, Milk, Baking Powder",1,213,127.8,213,False,Individual,2025-04-19,2025-04-23,4,47,Male,Credit Card,Single,2,2.0,Plastic Wrap,2025-04-19
Chocolate Cake,Cakes,"Baking Powder, Cocoa, Butter",1,235,141.0,235,False,Individual,2025-04-16,2025-04-21,5,42,Male,UPI,Single,0,2.4,Plastic Wrap,2025-04-16
Sourdough,Pastries,"Sugar, Eggs, Butter",1,141,84.6,141,True,Business,2025-04-14,2025-04-20,6,23,Female,Credit Card,Bulk,0,4.3,Plastic Wrap,2025-04-14
Chocolate Cake,Baked Goods,"Cocoa, Eggs, Flour",1,279,167.4,279,False,Business,2025-04-16,2025-04-19,3,47,Female,Credit Card,Single,0,3.1,Cloth Bag,2025-04-16
Sourdough,Pastries,"Sugar, Flour, Eggs",1,79,47.4,79,False,Individual,2025-04-15,2025-04-19,4,59,Female,Cash,Bulk,2,3.9,Paper Box,2025-04-15
Brownie,Cakes,"Baking Powder, Flour, Butter",2,234,140.4,468,False,Individual,2025-04-20,2025-04-26,6,58,Female,UPI,Single,1,3.4,Plastic Wrap,2025-04-20
Muffin,Pastries,"Flour, Baking Powder, Cocoa",2,53,31.8,106,True,Business,2025-04-17,2025-04-21,4,28,Other,Credit Card,Single,0,4.4,Paper Box,2025-04-17
Croissant,Pastries,"Sugar, Eggs, Baking Powder",2,88,52.8,176,False,Individual,2025-04-20,2025-04-24,4,37,Other,UPI,Bulk,0,4.6,Plastic Wrap,2025-04-20
Brownie,Tarts,"Milk, Eggs, Cocoa",1,279,167.4,279,True,Business,2025-04-19,2025-04-22,3,25,Female,Debit Card,Single,2,1.7,Plastic Wrap,2025-04-19
Fruit Tart,Cakes,"Eggs, Flour, Baking Powder",2,216,129.6,432,True,Individual,2025-04-16,2025-04-20,4,59,Other,Credit Card,Bulk,1,2.2,Cloth Bag,2025-04-16
Muffin,Cakes,"Cocoa, Eggs, Baking Powder",2,101,60.6,202,False,Individual,2025-04-13,2025-04-19,6,25,Female,Credit Card,Single,2,3.7,Plastic Wrap,2025-04-13
Brownie,Cupcakes,"Sugar, Milk, Butter",2,219,131.4,438,False,Business,2025-04-10,2025-04-13,3,28,Other,Debit Card,Bulk,1,4.7,Cloth Bag,2025-04-10
Cheese Pastry,Cupcakes,"Baking Powder, Eggs, Sugar",1,274,164.4,274,False,Family,2025-04-12,2025-04-17,5,59,Other,UPI,Bulk,1,3.9,Paper Box,2025-04-12
Vanilla Cupcake,Baked Goods,"Cocoa, Sugar, Butter",3,58,34.8,174,False,Business,2025-04-23,2025-04-28,5,31,Other,Cash,Single,1,1.1,Paper Box,2025-04-23
Muffin,Baked Goods,"Flour, Milk, Sugar",2,123,73.8,246,False,Business,2025-04-12,2025-04-15,3,22,Male,UPI,Single,1,2.5,Cloth Bag,2025-04-12
Fruit Tart,Baked Goods,"Milk, Eggs, Baking Powder",1,187,112.2,187,True,Family,2025-04-16,2025-04-20,4,56,Other,Cash,Bulk,2,2.9,Plastic Wrap,2025-04-16
Fruit Tart,Cakes,"Butter, Cocoa, Eggs",1,187,112.2,187,False,Business,2025-04-14,2025-04-18,4,31,Female,Credit Card,Single,0,1.2,Plastic Wrap,2025-04-14
Fruit Tart,Cakes,"Flour, Milk, Sugar",2,270,162.0,540,True,Individual,2025-04-16,2025-04-22,6,42,Other,Cash,Single,2,2.0,Paper Box,2025-04-16
Croissant,Cupcakes,"Baking Powder, Milk, Flour",2,212,127.2,424,False,Family,2025-04-23,2025-04-29,6,35,Other,Cash,Single,2,2.0,Cloth Bag,2025-04-23
Brownie,Pastries,"Sugar, Flour, Milk",2,165,99.0,330,True,Family,2025-04-13,2025-04-17,4,21,Female,Debit Card,Bulk,1,3.8,Cloth Bag,2025-04-13
Sourdough,Cupcakes,"Eggs, Sugar, Baking Powder",1,249,149.4,249,False,Business,2025-04-14,2025-04-18,4,48,Male,UPI,Single,2,2.6,Plastic Wrap,2025-04-14
Vanilla Cupcake,Tarts,"Butter, Baking Powder, Sugar",3,224,134.4,672,True,Individual,2025-04-18,2025-04-23,5,55,Male,UPI,Single,2,1.6,Paper Box,2025-04-18
Muffin,Pastries,"Milk, Eggs, Butter",3,132,79.2,396,True,Individual,2025-04-20,2025-04-23,3,58,Female,UPI,Single,1,4.2,Paper Box,2025-04-20
Muffin,Cupcakes,"Cocoa, Sugar, Flour",2,221,132.6,442,True,Business,2025-04-10,2025-04-16,6,55,Other,UPI,Single,1,1.2,Paper Box,2025-04-10
Croissant,Cakes,"Butter, Sugar, Baking Powder",3,291,174.6,873,False,Individual,2025-04-12,2025-04-15,3,37,Male,Credit Card,Single,2,2.7,Paper Box,2025-04-12
Muffin,Cakes,"Sugar, Milk, Butter",3,264,158.4,792,True,Business,2025-04-24,2025-04-30,6,50,Male,UPI,Single,2,3.2,Cloth Bag,2025-04-24
Brownie,Cupcakes,"Milk, Cocoa, Sugar",2,59,35.4,118,True,Business,2025-04-22,2025-04-28,6,49,Female,Credit Card,Single,2,3.9,Plastic Wrap,2025-04-22
Croissant,Cupcakes,"Eggs, Flour, Butter",2,224,134.4,448,False,Individual,2025-04-13,2025-04-16,3,44,Male,Credit Card,Bulk,1,2.9,Paper Box,2025-04-13
Croissant,Pastries,"Sugar, Butter, Milk",3,88,52.8,264,True,Business,2025-04-18,2025-04-21,3,45,Female,Debit Card,Bulk,1,1.6,Paper Box,2025-04-18
Muffin,Pastries,"Baking Powder, Flour, Sugar",3,115,69.0,345,False,Individual,2025-04-12,2025-04-16,4,43,Other,Debit Card,Single,2,4.6,Plastic Wrap,2025-04-12
Muffin,Baked Goods,"Baking Powder, Milk, Sugar",1,227,136.2,227,False,Individual,2025-04-14,2025-04-19,5,33,Male,Credit Card,Bulk,0,4.3,Plastic Wrap,2025-04-14
Croissant,Baked Goods,"Milk, Flour, Eggs",3,110,66.0,330,False,Individual,2025-04-21,2025-04-25,4,26,Female,Credit Card,Single,1,3.5,Plastic Wrap,2025-04-21
Brownie,Pastries,"Butter, Eggs, Sugar",1,105,63.0,105,True,Individual,2025-04-14,2025-04-17,3,41,Other,Cash,Bulk,1,4.7,Cloth Bag,2025-04-14
Cheese Pastry,Cakes,"Flour, Cocoa, Sugar",2,198,118.8,396,True,Family,2025-04-18,2025-04-22,4,30,Female,Debit Card,Bulk,2,1.6,Cloth Bag,2025-04-18
Fruit Tart,Cakes,"Baking Powder, Milk, Flour",3,137,82.2,411,True,Business,2025-04-14,2025-04-19,5,21,Female,Credit Card,Bulk,1,2.6,Cloth Bag,2025-04-14
Croissant,Cakes,"Cocoa, Butter, Sugar",3,222,133.2,666,True,Business,2025-04-20,2025-04-25,5,44,Other,Credit Card,Bulk,0,4.5,Plastic Wrap,2025-04-20
Brownie,Cupcakes,"Cocoa, Milk, Baking Powder",1,130,78.0,130,True,Individual,2025-04-18,2025-04-23,5,48,Male,Debit Card,Bulk,1,3.0,Paper Box,2025-04-18
Croissant,Pastries,"Cocoa, Sugar, Flour",3,187,112.2,561,False,Individual,2025-04-16,2025-04-19,3,40,Male,Cash,Bulk,0,1.6,Plastic Wrap,2025-04-16
Cheese Pastry,Cakes,"Eggs, Butter, Sugar",1,189,113.4,189,False,Individual,2025-04-22,2025-04-27,5,54,Male,Credit Card,Single,0,1.3,Paper Box,2025-04-22
Chocolate Cake,Baked Goods,"Milk, Cocoa, Butter",2,112,67.2,224,True,Business,2025-04-19,2025-04-25,6,25,Female,Debit Card,Bulk,2,1.2,Cloth Bag,2025-04-19
Cheese Pastry,Pastries,"Flour, Butter, Sugar",2,238,142.8,476,True,Individual,2025-04-15,2025-04-21,6,35,Male,UPI,Single,0,3.1,Plastic Wrap,2025-04-15
Cheese Pastry,Tarts,"Milk, Butter, Baking Powder",1,257,154.2,257,True,Family,2025-04-10,2025-04-13,3,38,Male,Cash,Bulk,2,5.0,Paper Box,2025-04-10
Muffin,Tarts,"Milk, Cocoa, Sugar",1,116,69.6,116,True,Family,2025-04-11,2025-04-14,3,24,Other,Cash,Bulk,2,3.8,Paper Box,2025-04-11
Croissant,Cakes,"Baking Powder, Flour, Cocoa",2,299,179.4,598,True,Family,2025-04-22,2025-04-27,5,25,Male,Cash,Single,2,4.0,Plastic Wrap,2025-04-22
Vanilla Cupcake,Pastries,"Baking Powder, Butter, Cocoa",1,236,141.6,236,True,Individual,2025-04-13,2025-04-18,5,34,Male,Debit Card,Single,2,3.6,Cloth Bag,2025-04-13
Croissant,Baked Goods,"Cocoa, Sugar, Butter",1,170,102.0,170,True,Business,2025-04-15,2025-04-21,6,56,Female,Debit Card,Single,1,2.5,Cloth Bag,2025-04-15
Croissant,Cakes,"Milk, Baking Powder, Butter",3,259,155.4,777,False,Individual,2025-04-19,2025-04-25,6,20,Male,Debit Card,Single,1,3.1,Cloth Bag,2025-04-19
Fruit Tart,Cakes,"Baking Powder, Flour, Eggs",1,113,67.8,113,False,Business,2025-04-21,2025-04-24,3,22,Female,Credit Card,Single,0,4.2,Cloth Bag,2025-04-21
Chocolate Cake,Baked Goods,"Milk, Butter, Sugar",2,158,94.8,316,False,Family,2025-04-14,2025-04-17,3,29,Female,Cash,Bulk,2,4.1,Paper Box,2025-04-14
Fruit Tart,Pastries,"Sugar, Butter, Eggs",2,166,99.6,332,True,Individual,2025-04-10,2025-04-16,6,33,Male,Cash,Single,1,4.5,Cloth Bag,2025-04-10
Sourdough,Pastries,"Baking Powder, Sugar, Flour",1,60,36.0,60,True,Individual,2025-04-18,2025-04-24,6,54,Female,Cash,Bulk,0,1.2,Paper Box,2025-04-18
Chocolate Cake,Baked Goods,"Baking Powder, Flour, Milk",2,145,87.0,290,True,Individual,2025-04-13,2025-04-18,5,22,Other,UPI,Bulk,2,4.1,Plastic Wrap,2025-04-13
Chocolate Cake,Baked Goods,"Milk, Sugar, Butter",2,84,50.4,168,False,Individual,2025-04-24,2025-04-29,5,39,Male,Debit Card,Bulk,2,3.0,Cloth Bag,2025-04-24
Chocolate Cake,Tarts,"Baking Powder, Flour, Butter",3,201,120.6,603,True,Business,2025-04-15,2025-04-21,6,31,Other,UPI,Bulk,0,4.8,Paper Box,2025-04-15
Cheese Pastry,Pastries,"Flour, Baking Powder, Butter",3,260,156.0,780,False,Family,2025-04-17,2025-04-22,5,23,Other,Debit Card,Single,1,3.1,Cloth Bag,2025-04-17
Croissant,Cakes,"Sugar, Flour, Cocoa",2,93,55.8,186,False,Individual,2025-04-14,2025-04-17,3,60,Female,Credit Card,Bulk,0,4.4,Cloth Bag,2025-04-14
Muffin,Tarts,"Cocoa, Flour, Butter",1,85,51.0,85,False,Family,2025-04-18,2025-04-23,5,34,Male,Cash,Single,0,4.4,Plastic Wrap,2025-04-18
Brownie,Cakes,"Butter, Sugar, Milk",2,235,141.0,470,True,Family,2025-04-19,2025-04-23,4,44,Male,Credit Card,Single,0,4.2,Paper Box,2025-04-19
Brownie,Tarts,"Cocoa, Flour, Milk",1,138,82.8,138,True,Family,2025-04-13,2025-04-17,4,26,Female,Cash,Single,1,1.8,Cloth Bag,2025-04-13
Muffin,Baked Goods,"Butter, Eggs, Baking Powder",2,117,70.2,234,True,Individual,2025-04-13,2025-04-19,6,46,Female,Cash,Single,0,2.2,Plastic Wrap,2025-04-13
Chocolate Cake,Baked Goods,"Milk, Sugar, Eggs",1,124,74.4,124,False,Individual,2025-04-23,2025-04-27,4,53,Male,Credit Card,Single,1,2.3,Plastic Wrap,2025-04-23
Muffin,Cakes,"Baking Powder, Milk, Eggs",2,260,156.0,520,False,Business,2025-04-23,2025-04-27,4,33,Female,Cash,Bulk,1,2.6,Cloth Bag,2025-04-23
Sourdough,Pastries,"Eggs, Flour, Milk",1,300,180.0,300,False,Family,2025-04-10,2025-04-13,3,39,Female,Credit Card,Bulk,2,4.4,Cloth Bag,2025-04-10
Cheese Pastry,Cakes,"Butter, Baking Powder, Sugar",3,244,146.4,732,True,Individual,2025-04-21,2025-04-24,3,28,Other,Debit Card,Bulk,0,3.9,Cloth Bag,2025-04-21
Fruit Tart,Baked Goods,"Flour, Cocoa, Sugar",3,286,171.6,858,True,Individual,2025-04-13,2025-04-19,6,18,Female,Cash,Bulk,1,2.3,Cloth Bag,2025-04-13
Brownie,Cakes,"Baking Powder, Cocoa, Butter",3,211,126.6,633,True,Individual,2025-04-15,2025-04-21,6,33,Male,Cash,Single,1,3.4,Plastic Wrap,2025-04-15
Vanilla Cupcake,Cakes,"Cocoa, Milk, Flour",3,62,37.2,186,False,Family,2025-04-10,2025-04-15,5,57,Female,Debit Card,Single,2,4.3,Paper Box,2025-04-10
Muffin,Cupcakes,"Butter, Flour, Eggs",2,120,72.0,240,True,Business,2025-04-10,2025-04-16,6,40,Female,Debit Card,Bulk,2,4.6,Paper Box,2025-04-10
Croissant,Cakes,"Baking Powder, Sugar, Butter",3,115,69.0,345,True,Family,2025-04-10,2025-04-13,3,52,Male,Credit Card,Single,1,3.0,Paper Box,2025-04-10
Vanilla Cupcake,Cakes,"Butter, Cocoa, Flour",1,82,49.2,82,False,Individual,2025-04-15,2025-04-20,5,51,Female,Credit Card,Single,2,1.6,Cloth Bag,2025-04-15
Chocolate Cake,Pastries,"Baking Powder, Flour, Butter",2,91,54.6,182,False,Business,2025-04-18,2025-04-22,4,34,Other,Debit Card,Single,2,1.1,Cloth Bag,2025-04-18
Vanilla Cupcake,Baked Goods,"Milk, Butter, Sugar",3,157,94.2,471,True,Family,2025-04-22,2025-04-25,3,50,Female,Credit Card,Bulk,2,4.1,Plastic Wrap,2025-04-22
Sourdough,Baked Goods,"Baking Powder, Cocoa, Milk",1,190,114.0,190,False,Family,2025-04-11,2025-04-14,3,18,Female,Debit Card,Bulk,0,2.7,Plastic Wrap,2025-04-11
Cheese Pastry,Pastries,"Cocoa, Sugar, Milk",1,241,144.6,241,False,Family,2025-04-17,2025-04-23,6,25,Female,UPI,Single,1,1.2,Paper Box,2025-04-17
Chocolate Cake,Pastries,"Cocoa, Flour, Butter",1,77,46.2,77,False,Individual,2025-04-24,2025-04-28,4,46,Female,UPI,Single,0,2.2,Paper Box,2025-04-24
Vanilla Cupcake,Baked Goods,"Milk, Flour, Sugar",1,165,99.0,165,False,Business,2025-04-23,2025-04-26,3,34,Other,UPI,Single,0,2.9,Paper Box,2025-04-23
Cheese Pastry,Cakes,"Sugar, Milk, Cocoa",1,124,74.4,124,True,Family,2025-04-21,2025-04-25,4,37,Male,Debit Card,Single,0,3.0,Cloth Bag,2025-04-21
Croissant,Cakes,"Milk, Sugar, Eggs",3,191,114.6,573,False,Family,2025-04-22,2025-04-25,3,19,Other,Debit Card,Single,2,1.4,Paper Box,2025-04-22
Fruit Tart,Cakes,"Flour, Cocoa, Butter",3,186,111.6,558,True,Individual,2025-04-14,2025-04-20,6,58,Female,Cash,Single,1,1.0,Cloth Bag,2025-04-14
Cheese Pastry,Baked Goods,"Butter, Flour, Eggs",3,288,172.8,864,False,Business,2025-04-11,2025-04-15,4,44,Male,Cash,Bulk,2,1.3,Cloth Bag,2025-04-11
Croissant,Cupcakes,"Flour, Milk, Butter",2,211,126.6,422,True,Family,2025-04-20,2025-04-26,6,28,Other,Cash,Single,0,4.3,Plastic Wrap,2025-04-20
Vanilla Cupcake,Pastries,"Milk, Baking Powder, Butter",2,224,134.4,448,True,Individual,2025-04-14,2025-04-20,6,56,Male,Debit Card,Bulk,2,2.6,Plastic Wrap,2025-04-14
Vanilla Cupcake,Cupcakes,"Flour, Milk, Butter",2,136,81.6,272,False,Individual,2025-04-24,2025-04-27,3,27,Female,Cash,Bulk,0,1.1,Cloth Bag,2025-04-24
Fruit Tart,Cakes,"Milk, Butter, Baking Powder",3,65,39.0,195,False,Individual,2025-04-23,2025-04-29,6,60,Other,Cash,Bulk,0,3.8,Plastic Wrap,2025-04-23
Vanilla Cupcake,Pastries,"Butter, Milk, Sugar",3,113,67.8,339,False,Business,2025-04-21,2025-04-24,3,52,Other,Debit Card,Single,1,3.4,Paper Box,2025-04-21
Cheese Pastry,Cakes,"Cocoa, Butter, Flour",1,280,168.0,280,True,Individual,2025-04-15,2025-04-21,6,32,Female,Debit Card,Single,0,3.1,Paper Box,2025-04-15
Chocolate Cake,Cakes,"Flour, Cocoa, Eggs",1,253,151.8,253,False,Individual,2025-04-13,2025-04-19,6,22,Male,Credit Card,Bulk,1,3.5,Cloth Bag,2025-04-13
Sourdough,Cakes,"Butter, Milk, Baking Powder",3,57,34.2,171,False,Business,2025-04-23,2025-04-28,5,34,Male,Credit Card,Bulk,1,1.7,Paper Box,2025-04-23
Chocolate Cake,Baked Goods,"Baking Powder, Sugar, Cocoa",2,136,81.6,272,False,Family,2025-04-24,2025-04-30,6,46,Female,Cash,Bulk,2,4.2,Plastic Wrap,2025-04-24
Brownie,Baked Goods,"Milk, Cocoa, Flour",3,128,76.8,384,True,Business,2025-04-17,2025-04-22,5,21,Male,Credit Card,Bulk,1,1.0,Paper Box,2025-04-17
Croissant,Baked Goods,"Milk, Butter, Flour",2,104,62.4,208,True,Individual,2025-04-22,2025-04-26,4,45,Male,UPI,Bulk,0,2.7,Cloth Bag,2025-04-22
Vanilla Cupcake,Tarts,"Eggs, Flour, Milk",1,68,40.8,68,False,Business,2025-04-19,2025-04-25,6,48,Male,Debit Card,Bulk,1,4.4,Plastic Wrap,2025-04-19
Muffin,Cakes,"Sugar, Flour, Cocoa",1,147,88.2,147,True,Business,2025-04-12,2025-04-16,4,29,Other,Cash,Single,1,2.1,Paper Box,2025-04-12
Vanilla Cupcake,Tarts,"Baking Powder, Cocoa, Flour",1,259,155.4,259,True,Family,2025-04-24,2025-04-29,5,23,Other,UPI,Single,0,3.6,Paper Box,2025-04-24
Fruit Tart,Baked Goods,"Butter, Baking Powder, Eggs",3,190,114.0,570,True,Individual,2025-04-13,2025-04-19,6,37,Male,Cash,Bulk,0,3.6,Paper Box,2025-04-13
Brownie,Pastries,"Sugar, Milk, Flour",1,248,148.8,248,False,Individual,2025-04-12,2025-04-16,4,32,Other,Credit Card,Single,0,4.8,Plastic Wrap,2025-04-12
Sourdough,Cakes,"Butter, Sugar, Flour",2,58,34.8,116,True,Family,2025-04-16,2025-04-21,5,38,Male,Cash,Single,0,4.2,Plastic Wrap,2025-04-16
Croissant,Baked Goods,"Butter, Sugar, Flour",2,107,64.2,214,True,Family,2025-04-15,2025-04-20,5,35,Other,Credit Card,Single,1,3.4,Plastic Wrap,2025-04-15
Croissant,Tarts,"Cocoa, Flour, Eggs",2,127,76.2,254,True,Family,2025-04-22,2025-04-25,3,48,Male,Debit Card,Single,0,4.8,Cloth Bag,2025-04-22
Vanilla Cupcake,Cakes,"Flour, Cocoa, Baking Powder",1,147,88.2,147,True,Family,2025-04-21,2025-04-27,6,60,Female,Credit Card,Single,0,4.8,Plastic Wrap,2025-04-21
Sourdough,Cakes,"Eggs, Sugar, Milk",3,129,77.4,387,False,Business,2025-04-17,2025-04-21,4,43,Female,Debit Card,Bulk,1,2.2,Paper Box,2025-04-17
Chocolate Cake,Baked Goods,"Baking Powder, Sugar, Eggs",1,119,71.4,119,True,Business,2025-04-22,2025-04-25,3,49,Male,Debit Card,Single,2,1.9,Plastic Wrap,2025-04-22
Muffin,Baked Goods,"Flour, Butter, Sugar",3,164,98.4,492,True,Individual,2025-04-14,2025-04-18,4,45,Female,Cash,Single,2,4.1,Cloth Bag,2025-04-14
Cheese Pastry,Pastries,"Cocoa, Milk, Flour",2,142,85.2,284,False,Individual,2025-04-24,2025-04-28,4,52,Male,Credit Card,Bulk,2,4.9,Paper Box,2025-04-24
Fruit Tart,Pastries,"Milk, Cocoa, Butter",3,126,75.6,378,False,Family,2025-04-22,2025-04-25,3,23,Female,Debit Card,Bulk,1,3.3,Cloth Bag,2025-04-22
Muffin,Baked Goods,"Butter, Milk, Flour",2,261,156.6,522,False,Individual,2025-04-23,2025-04-29,6,38,Other,Credit Card,Bulk,2,3.5,Plastic Wrap,2025-04-23
Croissant,Baked Goods,"Eggs, Sugar, Milk",1,249,149.4,249,True,Family,2025-04-19,2025-04-24,5,33,Male,UPI,Single,1,1.5,Cloth Bag,2025-04-19
Brownie,Cupcakes,"Sugar, Cocoa, Flour",2,110,66.0,220,True,Business,2025-04-19,2025-04-22,3,28,Female,UPI,Single,0,2.2,Paper Box,2025-04-19
Croissant,Cakes,"Flour, Cocoa, Butter",1,131,78.6,131,True,Family,2025-04-24,2025-04-27,3,38,Male,Cash,Single,0,1.2,Plastic Wrap,2025-04-24
Croissant,Pastries,"Sugar, Flour, Milk",2,214,128.4,428,True,Individual,2025-04-22,2025-04-28,6,35,Male,Credit Card,Single,0,4.3,Paper Box,2025-04-22
